,note,octave,dynamics,string,reference,klass,semitone,pitch_reference,microphone,filename,pack_filename,pack_name,pack_description,class,class_num,scale
788,G,6.0,,1.0,0,bad-richness-sultasto,79.0,442.0,akg,GoodSounds/violin_raquel_richness/akg/0073.wav,0073.wav,violin_raquel_richness,Notes to measure timbre richness,bad-richness,4,False
789,G,6.0,,1.0,0,bad-richness-sultasto,79.0,442.0,neumann,GoodSounds/violin_raquel_richness/neumann/0073.wav,0073.wav,violin_raquel_richness,Notes to measure timbre richness,bad-richness,4,False
790,G,3.0,,4.0,0,bad-attack-pressure,43.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0000.wav,0000.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
791,G,3.0,,4.0,0,bad-attack-pressure,43.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0000.wav,0000.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
792,G#,3.0,,4.0,0,bad-attack-pressure,44.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0001.wav,0001.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
793,G#,3.0,,4.0,0,bad-attack-pressure,44.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0001.wav,0001.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
794,A,3.0,,4.0,0,bad-attack-pressure,45.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0002.wav,0002.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
795,A,3.0,,4.0,0,bad-attack-pressure,45.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0002.wav,0002.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
796,A#,3.0,,4.0,0,bad-attack-pressure,46.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0003.wav,0003.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
797,A#,3.0,,4.0,0,bad-attack-pressure,46.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0003.wav,0003.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
798,B,3.0,,4.0,0,bad-attack-pressure,47.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0004.wav,0004.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
799,B,3.0,,4.0,0,bad-attack-pressure,47.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0004.wav,0004.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
800,C,4.0,,4.0,0,bad-attack-pressure,48.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0005.wav,0005.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
801,C,4.0,,4.0,0,bad-attack-pressure,48.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0005.wav,0005.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
802,C#,4.0,,4.0,0,bad-attack-pressure,49.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0006.wav,0006.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
803,C#,4.0,,4.0,0,bad-attack-pressure,49.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0006.wav,0006.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
804,D,4.0,,3.0,0,bad-attack-pressure,50.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0007.wav,0007.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
805,D,4.0,,3.0,0,bad-attack-pressure,50.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0007.wav,0007.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
806,D#,4.0,,3.0,0,bad-attack-pressure,51.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0008.wav,0008.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
807,D#,4.0,,3.0,0,bad-attack-pressure,51.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0008.wav,0008.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
808,E,4.0,,3.0,0,bad-attack-pressure,52.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0009.wav,0009.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
809,E,4.0,,3.0,0,bad-attack-pressure,52.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0009.wav,0009.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
810,F,4.0,,3.0,0,bad-attack-pressure,53.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0010.wav,0010.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
811,F,4.0,,3.0,0,bad-attack-pressure,53.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0010.wav,0010.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
812,F#,4.0,,3.0,0,bad-attack-pressure,54.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0011.wav,0011.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
813,F#,4.0,,3.0,0,bad-attack-pressure,54.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0011.wav,0011.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
814,G,4.0,,3.0,0,bad-attack-pressure,55.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0012.wav,0012.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
815,G,4.0,,3.0,0,bad-attack-pressure,55.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0012.wav,0012.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
816,G#,4.0,,3.0,0,bad-attack-pressure,56.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0013.wav,0013.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
817,G#,4.0,,3.0,0,bad-attack-pressure,56.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0013.wav,0013.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
818,A,4.0,,2.0,0,bad-attack-pressure,57.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0014.wav,0014.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
819,A,4.0,,2.0,0,bad-attack-pressure,57.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0014.wav,0014.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
820,A#,4.0,,2.0,0,bad-attack-pressure,58.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0015.wav,0015.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
821,A#,4.0,,2.0,0,bad-attack-pressure,58.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0015.wav,0015.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
822,B,4.0,,2.0,0,bad-attack-pressure,59.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0016.wav,0016.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
823,B,4.0,,2.0,0,bad-attack-pressure,59.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0016.wav,0016.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
824,C,5.0,,2.0,0,bad-attack-pressure,60.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0017.wav,0017.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
825,C,5.0,,2.0,0,bad-attack-pressure,60.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0017.wav,0017.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
826,C#,5.0,,2.0,0,bad-attack-pressure,61.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0018.wav,0018.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
827,C#,5.0,,2.0,0,bad-attack-pressure,61.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0018.wav,0018.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
828,D,5.0,,2.0,0,bad-attack-pressure,62.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0019.wav,0019.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
829,D,5.0,,2.0,0,bad-attack-pressure,62.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0019.wav,0019.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
830,D#,5.0,,2.0,0,bad-attack-pressure,63.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0020.wav,0020.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
831,D#,5.0,,2.0,0,bad-attack-pressure,63.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0020.wav,0020.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
832,E,5.0,,1.0,0,bad-attack-pressure,64.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0021.wav,0021.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
833,E,5.0,,1.0,0,bad-attack-pressure,64.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0021.wav,0021.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
834,F,5.0,,1.0,0,bad-attack-pressure,65.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0022.wav,0022.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
835,F,5.0,,1.0,0,bad-attack-pressure,65.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0022.wav,0022.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
836,F#,5.0,,1.0,0,bad-attack-pressure,66.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0023.wav,0023.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
837,F#,5.0,,1.0,0,bad-attack-pressure,66.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0023.wav,0023.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
838,G,5.0,,1.0,0,bad-attack-pressure,67.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0024.wav,0024.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
839,G,5.0,,1.0,0,bad-attack-pressure,67.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0024.wav,0024.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
840,G#,5.0,,1.0,0,bad-attack-pressure,68.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0025.wav,0025.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
841,G#,5.0,,1.0,0,bad-attack-pressure,68.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0025.wav,0025.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
842,A,5.0,,1.0,0,bad-attack-pressure,69.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0026.wav,0026.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
843,A,5.0,,1.0,0,bad-attack-pressure,69.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0026.wav,0026.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
844,A#,5.0,,1.0,0,bad-attack-pressure,70.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0027.wav,0027.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
845,A#,5.0,,1.0,0,bad-attack-pressure,70.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0027.wav,0027.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
846,B,5.0,,1.0,0,bad-attack-pressure,71.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0028.wav,0028.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
847,B,5.0,,1.0,0,bad-attack-pressure,71.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0028.wav,0028.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
848,C,6.0,,1.0,0,bad-attack-pressure,72.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0029.wav,0029.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
849,C,6.0,,1.0,0,bad-attack-pressure,72.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0029.wav,0029.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
850,C#,6.0,,1.0,0,bad-attack-pressure,73.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0030.wav,0030.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
851,C#,6.0,,1.0,0,bad-attack-pressure,73.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0030.wav,0030.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
852,D,6.0,,1.0,0,bad-attack-pressure,74.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0031.wav,0031.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
853,D,6.0,,1.0,0,bad-attack-pressure,74.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0031.wav,0031.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
854,D#,6.0,,1.0,0,bad-attack-pressure,75.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0032.wav,0032.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
855,D#,6.0,,1.0,0,bad-attack-pressure,75.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0032.wav,0032.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
856,E,6.0,,1.0,0,bad-attack-pressure,76.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0033.wav,0033.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
857,E,6.0,,1.0,0,bad-attack-pressure,76.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0033.wav,0033.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
858,F,6.0,,1.0,0,bad-attack-pressure,77.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0034.wav,0034.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
859,F,6.0,,1.0,0,bad-attack-pressure,77.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0034.wav,0034.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
860,F#,6.0,,1.0,0,bad-attack-pressure,78.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0035.wav,0035.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
861,F#,6.0,,1.0,0,bad-attack-pressure,78.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0035.wav,0035.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
862,G,6.0,,1.0,0,bad-attack-pressure,79.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0036.wav,0036.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
863,G,6.0,,1.0,0,bad-attack-pressure,79.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0036.wav,0036.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
864,G,3.0,,4.0,0,bad-attack-rebond,43.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0037.wav,0037.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
865,G,3.0,,4.0,0,bad-attack-rebond,43.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0037.wav,0037.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
866,G#,3.0,,4.0,0,bad-attack-rebond,44.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0038.wav,0038.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
867,G#,3.0,,4.0,0,bad-attack-rebond,44.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0038.wav,0038.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
868,A,3.0,,4.0,0,bad-attack-rebond,45.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0039.wav,0039.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
869,A,3.0,,4.0,0,bad-attack-rebond,45.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0039.wav,0039.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
870,A#,3.0,,4.0,0,bad-attack-rebond,46.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0040.wav,0040.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
871,A#,3.0,,4.0,0,bad-attack-rebond,46.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0040.wav,0040.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
872,B,3.0,,4.0,0,bad-attack-rebond,47.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0041.wav,0041.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
873,B,3.0,,4.0,0,bad-attack-rebond,47.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0041.wav,0041.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
874,C,4.0,,4.0,0,bad-attack-rebond,48.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0042.wav,0042.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
875,C,4.0,,4.0,0,bad-attack-rebond,48.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0042.wav,0042.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
876,C#,4.0,,4.0,0,bad-attack-rebond,49.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0043.wav,0043.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
877,C#,4.0,,4.0,0,bad-attack-rebond,49.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0043.wav,0043.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
878,D,4.0,,3.0,0,bad-attack-rebond,50.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0044.wav,0044.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
879,D,4.0,,3.0,0,bad-attack-rebond,50.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0044.wav,0044.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
880,D#,4.0,,3.0,0,bad-attack-rebond,51.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0045.wav,0045.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
881,D#,4.0,,3.0,0,bad-attack-rebond,51.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0045.wav,0045.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
882,E,4.0,,3.0,0,bad-attack-rebond,52.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0046.wav,0046.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
883,E,4.0,,3.0,0,bad-attack-rebond,52.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0046.wav,0046.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
884,F,4.0,,3.0,0,bad-attack-rebond,53.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0047.wav,0047.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
885,F,4.0,,3.0,0,bad-attack-rebond,53.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0047.wav,0047.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
886,F#,4.0,,3.0,0,bad-attack-rebond,54.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0048.wav,0048.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
887,F#,4.0,,3.0,0,bad-attack-rebond,54.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0048.wav,0048.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
888,G,4.0,,3.0,0,bad-attack-rebond,55.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0049.wav,0049.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
889,G,4.0,,3.0,0,bad-attack-rebond,55.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0049.wav,0049.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
890,G#,4.0,,3.0,0,bad-attack-rebond,56.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0050.wav,0050.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
891,G#,4.0,,3.0,0,bad-attack-rebond,56.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0050.wav,0050.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
892,A,4.0,,2.0,0,bad-attack-rebond,57.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0051.wav,0051.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
893,A,4.0,,2.0,0,bad-attack-rebond,57.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0051.wav,0051.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
894,A#,4.0,,2.0,0,bad-attack-rebond,58.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0052.wav,0052.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
895,A#,4.0,,2.0,0,bad-attack-rebond,58.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0052.wav,0052.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
896,B,4.0,,2.0,0,bad-attack-rebond,59.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0053.wav,0053.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
897,B,4.0,,2.0,0,bad-attack-rebond,59.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0053.wav,0053.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
898,C,5.0,,2.0,0,bad-attack-rebond,60.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0054.wav,0054.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
899,C,5.0,,2.0,0,bad-attack-rebond,60.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0054.wav,0054.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
900,C#,5.0,,2.0,0,bad-attack-rebond,61.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0055.wav,0055.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
901,C#,5.0,,2.0,0,bad-attack-rebond,61.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0055.wav,0055.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
902,D,5.0,,2.0,0,bad-attack-rebond,62.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0056.wav,0056.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
903,D,5.0,,2.0,0,bad-attack-rebond,62.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0056.wav,0056.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
904,D#,5.0,,2.0,0,bad-attack-rebond,63.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0057.wav,0057.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
905,D#,5.0,,2.0,0,bad-attack-rebond,63.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0057.wav,0057.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
906,E,5.0,,1.0,0,bad-attack-rebond,64.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0058.wav,0058.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
907,E,5.0,,1.0,0,bad-attack-rebond,64.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0058.wav,0058.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
908,F,5.0,,1.0,0,bad-attack-rebond,65.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0059.wav,0059.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
909,F,5.0,,1.0,0,bad-attack-rebond,65.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0059.wav,0059.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
910,F#,5.0,,1.0,0,bad-attack-rebond,66.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0060.wav,0060.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
911,F#,5.0,,1.0,0,bad-attack-rebond,66.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0060.wav,0060.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
912,G,5.0,,1.0,0,bad-attack-rebond,67.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0061.wav,0061.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
913,G,5.0,,1.0,0,bad-attack-rebond,67.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0061.wav,0061.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
914,G#,5.0,,1.0,0,bad-attack-rebond,68.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0062.wav,0062.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
915,G#,5.0,,1.0,0,bad-attack-rebond,68.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0062.wav,0062.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
916,A,5.0,,1.0,0,bad-attack-rebond,69.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0063.wav,0063.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
917,A,5.0,,1.0,0,bad-attack-rebond,69.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0063.wav,0063.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
918,A#,5.0,,1.0,0,bad-attack-rebond,70.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0064.wav,0064.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
919,A#,5.0,,1.0,0,bad-attack-rebond,70.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0064.wav,0064.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
920,B,5.0,,1.0,0,bad-attack-rebond,71.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0065.wav,0065.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
921,B,5.0,,1.0,0,bad-attack-rebond,71.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0065.wav,0065.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
922,C,6.0,,1.0,0,bad-attack-rebond,72.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0066.wav,0066.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
923,C,6.0,,1.0,0,bad-attack-rebond,72.0,442.0,neumann,GoodSounds/violin_raquel_attack/neumann/0066.wav,0066.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
924,C#,6.0,,1.0,0,bad-attack-rebond,73.0,442.0,akg,GoodSounds/violin_raquel_attack/akg/0067.wav,0067.wav,violin_raquel_attack,Notes to measure attack clarity,bad-attack,5,False
